,Unnamed: 0.2,Unnamed: 0,level_0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,author_id,text,hashtags,created_at,geo,like_count,quote_count,reply_count,retweet_count,possibly_sensitive,text_normalized,cluster,distance_from_level_1_centroid,sub_cluster,distance_from_level_2_centroid,emotion,emotion_score,Actionability
7504,7504,7504,11630,15488,15852,3853,1.47E+18,21757101,"After is better than before the damage? That's the kind of review we like to hear 👏🏻

 #yycliving #alberta#yegliving ⁣#yyclocal #yeglocal #dentremoval #dentrepair #paintlessdentremoval #paintlessdentrepair #haildamage #paintless #pdrtools #pdrtech #pdrspecialist https://t.co/Oxa1Tj5IhO",#yycliving #yyclocal #yeglocal #dentremoval #dentrepair #paintlessdentremoval #paintlessdentrepair #haildamage #paintless #pdrtools #pdrtech #pdrspecialist,2021-12-12T19:07:04.000Z,,1,0,0,0,FALSE,after is better than before the damage? that's the kind of review we like to hear,8,1.116663694,15,1.07561481,joy,0.946159661,F
10262,10262,10262,3836,4915,5002,5002,1.41E+18,365249229,"Opened Tree Maintenance - City Owned request via web at Downtown Calgary Division No. 6 https://t.co/v1yQkmMFLm. Hello, i work for the city of medicine hat parks and recreation department and would like to request a contact in urban forestry to pleas...",,2021-06-22T17:02:59.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-114.0592619, 51.0478108]}, 'place_id': '53504716d445dcad'}",0,0,0,0,FALSE,"opened tree maintenance - city owned request via web at downtown calgary division no. 6 . hello, i work for the city of medicine hat parks and recreation department and would like to request a contact in urban forestry to pleas...",13,1.026337028,9,1.027931571,joy,0.644572258,F
644,644,644,2462,3154,3203,3203,1.42E+18,217539995,"It's been a while, so we thought we'd pop in and say “Hi!”

 #yyc #yycliving #family #weareshane https://t.co/WnCNY6yqAk",#yyc #yycliving #family #weareshane,2021-07-20T15:40:34.000Z,{'place_id': '111bbec61a16a001'},47,1,3,1,FALSE,"it's been a while, so we thought we'd pop in and say hi!",0,1.033846021,12,1.15130949,joy,0.715006948,F
974,974,974,5219,6806,6919,6919,1.40E+18,419665725,"The stock art on Calgary's drinking-in-the-parks page drives me bonkers. Cans, people. Cans. https://t.co/wxpwfAsoEO",,2021-05-26T17:32:47.000Z,,10,0,0,1,FALSE,"the stock art on calgary's drinking-in-the-parks page drives me bonkers. cans, people. cans. ",1,0.926883936,0,1.059138179,anger,0.905965567,F
1138,1138,1138,2438,3122,3170,3170,1.42E+18,21037096,"National parks fire ban. Potential expropriation. Vaccination policies. @CTVCalgary News at Six for Tuesday, July 20, 2021. @CTVTaraNelson has headlines and more: #yyc https://t.co/V2tAC2gi9C https://t.co/ChDMrpklVp",#yyc,2021-07-21T02:01:34.000Z,,0,0,0,1,FALSE,"national parks fire ban. potential expropriation. vaccination policies.  news at six for tuesday, july 20, 2021.  has headlines and more",1,1.015868902,2,0.993049383,joy,0.554150343,T
1151,1151,1151,9174,12185,12426,427,1.50E+18,7.45E+17,"Climate change forces Parks Canada to dismantle, remove historic mountain hut #ClimateCrisis  https://t.co/Ega0mjbEW2",#ClimateCrisis,2022-02-27T08:01:46.000Z,,0,0,0,0,FALSE,"climate change forces parks canada to dismantle, remove historic mountain hut",1,0.97524637,3,0.945661902,sadness,0.37891072,F
673,673,673,12329,16430,16824,4825,1.46E+18,103680135,"Hump day! We hope it's a good one!🤩 (📸: _in_the_rockies on Instagram)
.
.
#yyc #yycliving #tourismcalgary #downtowncalgary #capturecalagry #mycalgarytower #calgarytower #yycnow #humpday https://t.co/mL52lgJbrP",#yyc #yycliving #tourismcalgary #downtowncalgary #capturecalagry #mycalgarytower #calgarytower #yycnow #humpday,2021-11-24T16:13:05.000Z,,7,0,0,2,FALSE,hump day! we hope it's a good one! ( _in_the_rockies on instagram)..,0,1.018561244,13,0.899801314,joy,0.984402537,F
5516,5516,5516,390,499,504,504,1.43E+18,1.37E+18,"""Bike 4 MADD"" Campaign will be held on September 7th and 8th.  A single cyclist will travel from Calgary to Lethbridge over the 2 days.  A fundraising event to bring awareness to the dangers of impaired driving on our roadways. Link in comments.  #Bike4MADD #fundraising #yyc #yql https://t.co/NVoaz1wWCJ",#Bike4MADD #fundraising #yyc #yql,2021-09-01T15:24:47.000Z,,4,0,1,2,FALSE,"""bike 4 madd"" campaign will be held on september 7th and 8th.  a single cyclist will travel from calgary to lethbridge over the 2 days.  a fundraising event to bring awareness to the dangers of impaired driving on our roadways. link in comments.",7,0.82386601,7,1.043776989,joy,0.779251516,F
3329,3329,3329,10140,13487,13789,1790,1.49E+18,18984207,"In the NE on Deerfoot Tr, NB at 16 Ave. #WatchOut #yycroads #abroads #yyc #660traffic https://t.co/7bOYhRB2jG",#WatchOut #yycroads #abroads #yyc #660traffic,2022-01-27T15:28:01.000Z,,1,0,1,0,FALSE,"in the ne on deerfoot tr, nb at 16 ave.",3,0.973227203,9,1.129021168,fear,0.720315337,F
5340,5340,5340,10928,14577,14912,2913,1.48E+18,236899413,"@bikecalgary @itsakev Disappointed, but not surprised, to see the disparity in #yycbike infrastructure in Calgary. This bias is the biggest barrier to the acceptance of cycling as a meaningful transportation alternative in this city.",#yycbike,2022-01-02T20:16:55.000Z,,2,0,1,0,FALSE,"  disappointed, but not surprised, to see the disparity in yycbike infrastructure in calgary. this bias is the biggest barrier to the acceptance of cycling as a meaningful transportation alternative in this city.",7,0.746887565,4,0.933366656,anger,0.486612976,T
3333,3333,3333,10552,14050,14371,2372,1.48E+18,115624836,New emergency satellite phones for stretch of Highway 93 without cell service - https://t.co/UZsTZ9c27T https://t.co/VCWHktCudu,,2022-01-14T06:10:47.000Z,,0,0,0,0,FALSE,new emergency satellite phones for stretch of highway 93 without cell service -  ,3,1.06111455,9,1.133231163,fear,0.82897377,T
10127,10127,10127,11788,15708,16077,4078,1.47E+18,33351580,Have to head to Calgary with a truck and trailer with a 10000 pound drill. Is it even remotely safe to do so? Need #yegroads #yycroads plus halos out today i wanna stay home #HaloInfinite,#yegroads #yycroads #HaloInfinite,2021-12-08T13:52:01.000Z,{'place_id': '6a6d896ba1cb5dc4'},1,0,0,0,FALSE,have to head to calgary with a truck and trailer with a 10000 pound drill. is it even remotely safe to do so? need yegroads yycroads plus halos out today i wanna stay home,13,1.034724712,7,0.962397158,joy,0.994972706,F
9515,9515,9515,12358,16469,16863,4864,1.46E+18,1.10E+18,"Hey Calgary, check out our snack bar, fun for the whole family! We are open!!
•
Chinook Bowladrome
•
#chinookbowladrome #chinookbowl #ibdmedia #bowling #bowlingfun #calgary #calgarybowling #calgarylife #calgaryliving #calgaryfun #yyc #yycfitness #yycliving #yyclife #yyvnow https://t.co/9DxSx04CHS",#chinookbowladrome #chinookbowl #ibdmedia #bowling #bowlingfun #calgary #calgarybowling #calgarylife #calgaryliving #calgaryfun #yyc #yycfitness #yycliving #yyclife #yyvnow,2021-11-23T20:59:36.000Z,,0,0,0,0,FALSE,"hey calgary, check out our snack bar, fun for the whole family! we are open!!chinook bowladromechinookbowladrome",13,1.096647024,0,0.925076008,joy,0.985390186,F
3570,3570,3570,4895,6358,6464,6464,1.40E+18,365249229,Opened Shared Pedestrian and Cycling Path - Repair request via web at 1123 Glenmore Pathway https://t.co/Ly6xFp58hc. Deep dip in pathway at south end of pedestrian bridge -- trip hazard and bike tire damage hazard (due to depth and sharp edge).,,2021-06-01T19:19:46.000Z,"{'place_id': '53504716d445dcad', 'coordinates': {'type': 'Point', 'coordinates': [-114.09753444, 50.99391427]}}",0,0,0,0,FALSE,opened shared pedestrian and cycling path - repair request via web at 1123 glenmore pathway . deep dip in pathway at south end of pedestrian bridge -- trip hazard and bike tire damage hazard (due to depth and sharp edge).,3,0.919949234,14,1.131477475,fear,0.871697903,T
3747,3747,3747,1543,1942,1973,1973,1.42E+18,1.18E+18,"STOLEN - Blue Benno Bike, RemiDemi Complete Electric Bike in Beltline https://t.co/0X8dnB0BCq #yycbike https://t.co/hiT5KbX7wc",#yycbike,2021-08-09T15:38:45.000Z,,1,0,1,2,FALSE,"stolen - blue benno bike, remidemi complete electric bike in beltline",4,1.097980857,1,1.115434289,fear,0.669284701,T
914,914,914,3014,3833,3900,3900,1.41E+18,18999809,Campgrounds exclusive to hikers and cyclists being installed in Kananaskis Country https://t.co/YD4BisVM15,,2021-07-10T21:02:31.000Z,,35,1,2,6,FALSE,campgrounds exclusive to hikers and cyclists being installed in kananaskis country ,1,0.960810423,0,0.992663324,joy,0.866934299,F
6439,6439,6439,4213,5403,5496,5496,1.40E+18,1.09E+18,CONTEST ALERT #YYC #yycbike https://t.co/8l0pLHTgCC,#YYC #yycbike,2021-06-16T00:05:55.000Z,,0,0,0,1,FALSE,contest aleyyc,8,1.096116424,6,0.929596484,anger,0.371693283,F
7550,7550,7550,3992,5116,5206,5206,1.41E+18,111772723,"Well, that’s in the books. I’m officially a member of #TeamVaccine with the AZ-Pfizer cocktail. Off to #yycNeighbourDay by #yycbike. We’re getting there people. https://t.co/aDyt7p7kH4",#TeamVaccine #yycNeighbourDay #yycbike,2021-06-19T16:51:43.000Z,,144,0,13,2,FALSE,"well, thats in the books. im officially a member of teamvaccine with the az-pfizer cocktail. off to yycneighbourday by yycbike. were getting there people. ",8,1.065671563,16,0.72985518,joy,0.867251933,F
531,531,531,11348,15112,15462,3463,1.47E+18,380472373,@KirkLubimov #yycroads are greasy tonight!,#yycroads,2021-12-19T02:54:31.000Z,,0,0,0,0,FALSE, yycroads are greasy tonight!,0,1.09300828,9,1.206008315,anger,0.994350791,F
5264,5264,5264,1031,1295,1317,1317,1.43E+18,1.13E+18,"@lorimolson @BlackMetalLauz @gccarra @Ward9Tweets @RenfrewCA @BRCAssociation You obviously don't live in Calgary, hence you don't understand why I would say this. Many cyclists in Calgary don't understand the rules when using a pedestrian crosswalk. When on a bike you are a vehicle and don't have the right of way in a crosswalk. Why, safety.",,2021-08-19T16:15:56.000Z,,0,1,2,0,FALSE,"      you obviously don't live in calgary, hence you don't understand why i would say this. many cyclists in calgary don't understand the rules when using a pedestrian crosswalk. when on a bike you are a vehicle and don't have the right of way in a crosswalk. why, safety.",7,0.858293295,3,0.986185491,anger,0.456235856,F
1416,1416,1416,8502,11264,11483,11483,1.37E+18,14857998,Parks Canada shuttle bus to Lake Louise and Moraine Lake must be reserved this summer https://t.co/AGhWFzgj5x,,2021-03-16T18:53:29.000Z,,0,0,0,0,FALSE,parks canada shuttle bus to lake louise and moraine lake must be reserved this summer ,1,0.926722288,7,0.821753681,joy,0.347563773,F
6804,6804,6804,8828,11722,11947,11947,1.37E+18,1354634546,I feel the same way. #yycbike #yegbike https://t.co/IDnhx2Xsbc,#yycbike #yegbike,2021-03-09T23:48:33.000Z,,0,0,0,0,FALSE,i feel the same way.,8,1.087934256,9,1.212861896,joy,0.994819582,F
5765,5765,5765,3026,3848,3916,3916,1.41E+18,262678444,@bikeloveny @Loisaida_OSCC @madamwestbikes Even Calgary didn't have bike rooms like that when we lived there. Mostly packed storage enclosures in the garage. Never enough bike storage or parking.,,2021-07-10T17:06:42.000Z,,1,0,0,0,FALSE,   even calgary didn't have bike rooms like that when we lived there. mostly packed storage enclosures in the garage. never enough bike storage or parking.,7,0.871612251,13,1.234849453,anger,0.816259325,T
2583,2583,2583,9785,12994,13266,1267,1.49E+18,1354634546,Pretty impressed by this guy. That would have been extremely intimidating to be blocking those trucks. #yycbike #yegbike https://t.co/tKnbEFySc0,#yycbike #yegbike,2022-02-08T02:33:10.000Z,,5,0,1,0,FALSE,pretty impressed by this guy. that would have been extremely intimidating to be blocking those trucks.,3,1.05397737,2,1.185660839,surprise,0.393835157,F
5829,5829,5829,4248,5456,5549,5549,1.40E+18,9.74E+17,"@Mo_Money4U Nice , in another decade all those green belts will all have grown up trees 🌳. I always loved the bike trails. When I lived in Beddington I rode downtown all the time. I miss Calgary",,2021-06-15T03:52:16.000Z,,0,0,1,0,FALSE," nice , in another decade all those green belts will all have grown up trees . i always loved the bike trails. when i lived in beddington i rode downtown all the time. i miss calgary",7,0.832681537,15,1.000321269,love,0.993492067,F
842,842,842,5395,7049,7168,7168,1.40E+18,1.38E+18,Couldn’t resist and zero wait at Made by Marcus in Bridgeland today💕 avocado mint and toasted coconut and pea flower. Divine😍 #icecream #yycliving #yyclocal https://t.co/IP8pRYSRpi,#icecream #yycliving #yyclocal,2021-05-22T00:16:13.000Z,,3,0,1,0,FALSE,couldnt resist and zero wait at made by marcus in bridgeland today avocado mint and toasted coconut and pea flower. divine,0,1.092947364,16,1.002163172,joy,0.995198905,F
3339,3339,3339,12286,16370,16763,4764,1.46E+18,18982486,"TRAFFIC: Crash on 17 Ave WB as it becomes SB Blackfoot Tr, blocks RHL.  

SLOW on WB 17 Ave from Barlow Tr. 
SLOW on SB Deerfoot Tr approaching Blackfoot Tr/17 Ave, esepcially in the RH-exit lane. #yyctraffic #yycroads #abroads #yyc #660traffic https://t.co/UTWDlUfppQ",#yyctraffic #yycroads #abroads #yyc #660traffic,2021-11-25T15:24:00.000Z,,1,0,0,0,FALSE,"traffic crash on 17 ave wb as it becomes sb blackfoot tr, blocks rhl.  slow on wb 17 ave from barlow tr. slow on sb deerfoot tr approaching blackfoot tr/17 ave, esepcially in the rh-exit lane.",3,1.026915193,9,1.137667775,fear,0.972822189,F
7005,7005,7005,12805,17084,17488,5489,1.46E+18,201407405,"Need gift ideas? 

Get poetic. 

Buy this limited sweater with my poem etched on the front. 

$49. While quantities last.

DM to order. 

For more product info check my Instagram @_deepakminhas_ 

#yeg #yyc #yycliving #SupportLocal #ChristmasGiftIdeas #HolidayGiftIdeas https://t.co/eiMj224nKb",#yeg #yyc #yycliving #SupportLocal #ChristmasGiftIdeas #HolidayGiftIdeas,2021-11-11T21:26:34.000Z,,0,0,0,1,FALSE,need gift ideas? get poetic. buy this limited sweater with my poem etched on the front. $49. while quantities last.dm to order. for more product info check my instagram,8,1.067714572,10,1.17436409,joy,0.903344691,F
4015,4015,4015,2221,2830,2874,2874,1.42E+18,1.18E+18,STOLEN - Gray Cannondale Adventure Neo 4 SML Grey in Christie Park https://t.co/QWgIjCou3V #yycbike,#yycbike,2021-07-25T21:04:21.000Z,,0,0,0,0,FALSE,stolen - gray cannondale adventure neo 4 sml grey in christie park,4,1.004673004,5,1.103193045,fear,0.920787573,T
8412,8412,8412,572,726,736,736,1.43E+18,69941209,WE HAVE BIKES! #yycbike #yegbike https://t.co/xr6bfYTkpu,#yycbike #yegbike,2021-08-28T15:26:19.000Z,,0,0,0,0,FALSE,we have bikes!,12,0.940753937,0,0.730619848,anger,0.610023856,F
10009,10009,10009,3448,4402,4481,4481,1.41E+18,3313726885,"All summer long the Calgary Public Library is making learning fun and offering the Ultimate Summer Challenge for kids up to 12 years old to explore, learn and win some amazing awesome prizes
#summerfun #learning #yycliving #yycparents 
https://t.co/TbQWv5Yq6t",#summerfun #learning #yycliving #yycparents,2021-06-30T19:30:06.000Z,,1,0,0,0,FALSE,"all summer long the calgary public library is making learning fun and offering the ultimate summer challenge for kids up to 12 years old to explore, learn and win some amazing awesome prizessummerfun",13,1.09172821,6,1.024948597,joy,0.991854548,T
8108,8108,8108,11866,15814,16191,4192,1.47E+18,3000598092,"399 #yycbike trips were counted on MUPs on Sun Dec 05

Busiest:
Glenmore Pathway near Glenmore Landing: 206
Peace Bridge: 74
Memorial Drive at 19th St NW: 35",#yycbike,2021-12-06T14:26:49.000Z,,1,0,0,0,FALSE,399 yycbike trips were counted on mups on sun dec 05busiestglenmore pathway near glenmore landing 206peace bridge 74memorial drive at 19th st nw 35,11,0.853203654,9,1.154056907,anger,0.475747854,T
2013,2013,2013,5755,7538,7671,7671,1.39E+18,1.08E+18,Calgary City Council: Defend Calgary Parks - Sign the Petition! https://t.co/EzjDTu1cBi via @ChangePilipinas,,2021-05-14T09:43:08.000Z,,0,0,0,0,FALSE,calgary city council defend calgary parks - sign the petition!  via ,1,0.78265214,17,0.994157314,anger,0.699502766,T
9657,9657,9657,1306,1654,1679,1679,1.43E+18,103680135,"We've decided that summer isn't over yet!

Have a great weekend, Calgary! 😎 (📸: yyc_street_photographer on Instagram) 
.
.
#calgarytower #yyc #yycliving #yycnow #mycalgarytower #travelalberta #albertatourism #exploreyyc #calgarydowntown #capturecalgary https://t.co/wIQ47XOeeA",#calgarytower #yyc #yycliving #yycnow #mycalgarytower #travelalberta #albertatourism #exploreyyc #calgarydowntown #capturecalgary,2021-08-13T16:55:09.000Z,,2,0,0,0,FALSE,"we've decided that summer isn't over yet!have a great weekend, calgary!  ( yyc_street_photographer on instagram) ..",13,1.113630652,1,1.183586001,joy,0.998578191,F
7933,7933,7933,3302,4215,4288,4288,1.41E+18,4834427644,"72nd tweeted pedestrian incident in 2021.
#yycwalk #yyccc #ableg #visionzero
@RicMcIver @shandro
@DShepYEG @rod_loyola

https://t.co/imZd5zXYDC",#yycwalk #yyccc #ableg #visionzero,2021-07-04T16:24:28.000Z,,0,0,2,2,FALSE,72nd tweeted pedestrian incident in 2021.,11,0.946755052,5,1.00052309,fear,0.588034451,F
6623,6623,6623,15384,20524,20981,8982,1.44E+18,1262770122,Anybody need a hand? #YYCBike https://t.co/H685ncUe7V,#YYCBike,2021-09-10T20:00:09.000Z,{'place_id': '53504716d445dcad'},2,0,0,0,FALSE,anybody need a hand?,8,1.05657959,7,1.031401873,anger,0.844741225,F
3823,3823,3823,14480,19345,19785,7786,1.44E+18,1.18E+18,STOLEN - Black Northrock in Cranston https://t.co/xXaKivRB1y #yycbike https://t.co/6zo5OVBqKU,#yycbike,2021-09-29T23:54:05.000Z,,0,0,0,0,FALSE,stolen - black northrock in cranston,4,1.042535067,2,0.976798475,anger,0.559954345,T
3410,3410,3410,7868,10373,10578,10578,1.38E+18,18982486,"Road crews are working to repair a hole in the road, near a spot where a sinkhole formed less than a year ago.
https://t.co/5YncwYhINT
#yyc #yycroads https://t.co/HuDFJ1iuaM",#yyc #yycroads,2021-03-30T17:23:23.000Z,,1,0,0,1,FALSE,"road crews are working to repair a hole in the road, near a spot where a sinkhole formed less than a year ago.",3,1.125062346,9,1.191640139,fear,0.886874855,T
8006,8006,8006,9466,12566,12821,822,1.49E+18,3000598092,"1032 #yycbike trips were counted on street on Wed Feb 16

Busiest:
8th Ave at 8th St SW: 339
5th St Underpass: 196
Stephen Ave.: 160",#yycbike,2022-02-17T14:24:36.000Z,,0,0,0,0,FALSE,1032 yycbike trips were counted on street on wed feb 16busiest8th ave at 8th st sw 3395th st underpass 196stephen ave. 160,11,0.825902522,7,1.045925498,joy,0.486495048,T
5505,5505,5505,442,569,576,576,1.43E+18,1617895886,@yknot05.  10 Epic Bike Pathways in Calgary | Tourism Calgary https://t.co/JzzyOBSf2H,,2021-08-31T03:17:40.000Z,,0,0,1,0,FALSE,.  10 epic bike pathways in calgary | tourism calgary ,7,0.831563175,7,1.009921074,joy,0.977021754,F
8435,8435,8435,14772,19728,20175,8176,1.44E+18,176302778,Thinking about upgrading my e-bike to a mid drive. Worthy investment? #yycbike #ebike,#yycbike #ebike,2021-09-23T13:35:47.000Z,,1,0,1,0,FALSE,thinking about upgrading my e-bike to a mid drive. worthy investment?,12,1.093415856,0,0.763820529,joy,0.998123467,F
8995,8995,8995,4758,6159,6263,6263,1.40E+18,1.27E+18,Who's celebrating International Bicycle Day with Boba &amp; Bikes?! #yycbike #InternationalBikeDay #youbelonginchv https://t.co/qsjBaw2LEQ,#yycbike #InternationalBikeDay #youbelonginchv,2021-06-03T23:36:21.000Z,,2,0,0,0,FALSE,who's celebrating international bicycle day with boba &amp; bikes?!,12,0.870230913,8,0.791325808,joy,0.997612596,F
5289,5289,5289,13526,18053,18476,6477,1.45E+18,301661362,"Attention, thrill seekers! Parks Foundation Calgary is excited to announce that the Inglewood Bicycle Pump Track will open it's gates at 10 am tomorrow morning. Thanks so much to our partners @FlamesFdn. 

For more information, please visit https://t.co/DbimK8qwEe",,2021-10-22T21:46:58.000Z,,8,0,2,3,FALSE,"attention, thrill seekers! parks foundation calgary is excited to announce that the inglewood bicycle pump track will open it's gates at 10 am tomorrow morning. thanks so much to our partners . for more information, please visit ",7,0.892944038,3,1.06752336,joy,0.997540474,F
7060,7060,7060,7335,9656,9845,9845,1.38E+18,18982486,"Stay tuned to all your updates on #yycroads with Trace every ten minutes on the ones

https://t.co/le84Uow6ak

#yyctraffic https://t.co/GnrzFS8DJc",#yycroads #yyctraffic,2021-04-12T13:04:36.000Z,,2,0,0,0,FALSE,stay tuned to all your updates on yycroads with trace every ten minutes on the onesyyctraffic ,8,1.02956152,11,1.01960206,joy,0.973011911,F
1383,1383,1383,4806,6224,6329,6329,1.40E+18,201981989,"2/ We can and we will protect our parks without new spending, new taxes, or user fees. 

How? @Ward4Ward1 and I are submitting a Notice of Motion to reinvest $500K from existing reserve funds to Calgary Parks.  #yyccc #Calgary",#yyccc #Calgary,2021-06-03T16:41:23.000Z,,5,0,1,2,FALSE,"2/ we can and we will protect our parks without new spending, new taxes, or user fees. how?  and i are submitting a notice of motion to reinvest $500k from existing reserve funds to calgary parks.",1,0.891702712,6,0.967669606,joy,0.72946614,T
5862,5862,5862,5684,7451,7581,7581,1.39E+18,1.01E+18,Bike program provides ‘fun break’ for young Calgarians during pandemic https://t.co/NW56WOpdF0 https://t.co/YlqWMAIVlI,,2021-05-15T17:55:06.000Z,,0,0,0,0,FALSE,bike program provides fun break for young calgarians during pandemic  ,7,0.870940387,15,1.048836231,joy,0.970184505,F
7558,7558,7558,7401,9738,9930,9930,1.38E+18,1.35E+18,"Infused Coca Cola bottles.

https://t.co/V7cinwFaUR

200mg of #THC in each!

#YYC #YYCNOW #YYCtoday #yyclive #yycliving https://t.co/CgCMfwbMQK",#THC #YYC #YYCNOW #YYCtoday #yyclive #yycliving,2021-04-10T19:44:03.000Z,,0,0,0,0,FALSE,infused coca cola bottles.200mg of thc in each!,8,1.059331417,16,0.756649315,joy,0.794790745,T
5445,5445,5445,14216,18976,19408,7409,1.45E+18,1.43E+18,"@biodegabriel @GlobeDebate No we need less bike lanes. They conjest traffic . In calgary they clear the bike lanes of snow, but not the sidewalks. Morons",,2021-10-07T08:45:19.000Z,,0,0,0,0,FALSE,"  no we need less bike lanes. they conjest traffic . in calgary they clear the bike lanes of snow, but not the sidewalks. morons",7,0.753388166,6,1.016937017,anger,0.968810976,T
2858,2858,2858,5087,6630,6739,6739,1.40E+18,2920656438,Be sure to adjust your speed starting Monday in residential areas. #calgary #speeding #traffic #yycroads #yyc #ouryyc https://t.co/QGqxJDLQ9P,#calgary #speeding #traffic #yycroads #yyc #ouryyc,2021-05-28T20:24:37.000Z,,0,0,0,0,FALSE,be sure to adjust your speed starting monday in residential areas.,3,0.897801697,4,0.945540309,joy,0.995050013,F
5230,5230,5230,127,156,159,159,1.44E+18,77116856,"Check out the exterior facelift on Mainstreet’s Westwinds building in inner-city Calgary. We love the new bike racks and the clean white look! 

Get a tour today: https://t.co/MlWlT4WW0B

#rentmainstreet #mainstreetequity #yyc #renovation #rentapartment https://t.co/oAbWIco9UG",#rentmainstreet #mainstreetequity #yyc #renovation #rentapartment,2021-09-07T12:01:55.000Z,,1,0,1,1,FALSE,check out the exterior facelift on mainstreets westwinds building in inner-city calgary. we love the new bike racks and the clean white look! get a tour today,7,0.822598696,2,0.982811928,joy,0.997647226,T
9465,9465,9465,8948,11871,12100,101,1.50E+18,8.77E+17,"3/n - Volunteer to pick bikes from donors
      - Volunteer your skills to help fix donated bikes
      -  Sponsor a neighborhood bike collection drive on behalf of #yyckidsride
     - Company, corporate and private business employees bike drive campaign #yyc #yyccycle",#yyckidsride #yyc #yyccycle,2022-03-06T09:38:26.000Z,,1,0,1,0,FALSE,"3/n - volunteer to pick bikes from donors      - volunteer your skills to help fix donated bikes      -  sponsor a neighborhood bike collection drive on behalf of yyckidsride     - company, corporate and private business employees bike drive campaign",12,0.948244452,15,0.811481774,joy,0.782392681,F
2542,2542,2542,15450,20602,21060,9061,1.44E+18,18984207,"In the NW, there is a multi-vehicle collision on NB Crowchild Trail just past 5th Avenue as reported by callers. Expect delays #yyctraffic #yycroads https://t.co/yqQ3hyoxOf",#yyctraffic #yycroads,2021-09-09T23:08:15.000Z,,0,0,1,0,FALSE,"in the nw, there is a multi-vehicle collision on nb crowchild trail just past 5th avenue as reported by callers. expect delays",3,0.996302903,1,1.159733176,fear,0.97961694,T
9560,9560,9560,5537,7248,7373,7373,1.39E+18,2478791215,"#toungeouttuesday #linustheredpanda at #calgaryzoo #photography #ggeraldgarcia #garseeya #garseeyaphoto #yyc #yycliving #redpandasofinstagram @ Calgary, Alberta https://t.co/OM67W7oBAO",#toungeouttuesday #linustheredpanda #calgaryzoo #photography #ggeraldgarcia #garseeya #garseeyaphoto #yyc #yycliving #redpandasofinstagram,2021-05-18T23:41:27.000Z,"{'place_id': '53504716d445dcad', 'coordinates': {'type': 'Point', 'coordinates': [-114.057, 51.045]}}",0,0,0,0,FALSE,"toungeouttuesday linustheredpanda at calgaryzoo photography ggeraldgarcia garseeya garseeyaphoto yyc yycliving redpandasofinstagram @ calgary, alberta ",13,1.034172773,0,0.980499983,joy,0.892567456,F
6039,6039,6039,5099,6650,6760,6760,1.40E+18,13758942,"VIDEO: @FoamArmoryCA was founded through love of #Making and #Cosplay! Learn how from co-founder Stephanie Chan in this Community Spotlight Interview with Sineassure co-founder Stephanie Krause. #yyc #Calgary #yycnow #yycliving #buylocalyyc #yycarts 

https://t.co/QtM71V0vCP",#Making #Cosplay #yyc #Calgary #yycnow #yycliving #buylocalyyc #yycarts,2021-05-28T16:34:06.000Z,,0,0,0,1,FALSE,video  was founded through love of making and cosplay! learn how from co-founder stephanie chan in this community spotlight interview with sineassure co-founder stephanie krause.,8,1.071935654,1,0.926609516,joy,0.950747967,F
4861,4861,4861,10242,13627,13931,1932,1.49E+18,277727944,"Good morning, #YYC! Sunrise today on January 24, 2022 at 08:23AM, with a high of 3C. Have a great day! #calgary #weather #kxcalgary #yycnow #yycliving",#YYC #calgary #weather #kxcalgary #yycnow #yycliving,2022-01-24T15:19:11.000Z,,0,0,0,0,FALSE,"good morning, yyc! sunrise today on january 24, 2022 at 0823am, with a high of 3c. have a great day!",6,0.976276696,9,0.949367881,joy,0.998370707,F
9930,9930,9930,14261,19034,19468,7469,1.45E+18,2478791215,"The #calgaryzoo egg on a sunnier morning. #photography #ggeraldgarcia #garseeya #garseeyaphoto #yyc #yycliving #sunrise @ Calgary, Alberta https://t.co/ksaYzMCCUX",#calgaryzoo #photography #ggeraldgarcia #garseeya #garseeyaphoto #yyc #yycliving #sunrise,2021-10-06T14:20:26.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-114.057, 51.045]}, 'place_id': '53504716d445dcad'}",0,0,0,0,FALSE,"the calgaryzoo egg on a sunnier morning. photography ggeraldgarcia garseeya garseeyaphoto yyc yycliving sunrise @ calgary, alberta ",13,1.070828795,4,1.151809931,joy,0.899691582,F
8736,8736,8736,8827,11721,11946,11946,1.37E+18,70315912,"https://t.co/TKukuDrrbv

1300 kms! 🚲

#yycbike #yegbike https://t.co/zLcJgtMOH6",#yycbike #yegbike,2021-03-09T23:50:06.000Z,{'place_id': '53504716d445dcad'},8,0,0,0,FALSE,1300 kms!,12,1.044199228,5,0.828938723,joy,0.651296377,F
1268,1268,1268,4178,5364,5457,5457,1.41E+18,199527887,Why private operation of public parks makes sense. Partnerships with private operators bring significant efficiencies and revenue sources for the public. https://t.co/6FQ1xFOE39 #Calgary #yyc #yycbiz #Google #parks #nationalparks #Canada #revenue,#Calgary #yyc #yycbiz #Google #parks #nationalparks #Canada #revenue,2021-06-16T16:24:49.000Z,,0,0,0,0,FALSE,why private operation of public parks makes sense. partnerships with private operators bring significant efficiencies and revenue sources for the public.,1,1.035105705,5,0.867518544,joy,0.994877815,T
