,Unnamed: 0,id,author_id,text,hashtags,created_at,geo,like_count,quote_count,reply_count,retweet_count,possibly_sensitive,Actionability
5492,5492,1.40E+18,9.59E+17,"@anne_theriault I thought this was very much A Thing in NYC? Anyways in Calgary I would love this because packaging up knives to get them sharpened is a pain. The owner of the fancy knife store here would deliver your orders on bike last spring if you were close to the shop though, that was fun.",,2021-06-16T02:00:08.000Z,,0,0,0,0,FALSE,F
7652,7652,1.39E+18,18984207,"CRASH in the NE on Memorial Dr at D'Foot Tr, blocks multiple lanes.  Callers report semi and vehicle have collided in the LHLs of EB Memorial Dr. Merge lanes from SB D'Foot also affected. #yyc #yyctraffic #yycroads #abroads https://t.co/aoyGRazY92",#yyc #yyctraffic #yycroads #abroads,2021-05-14T16:08:54.000Z,,1,0,2,0,FALSE,A
9452,9452,1.38E+18,1685880318,Let's take care of our trees! Use the City of Calgary tree map https://t.co/w3BwVC14Lf to obtain details while reporting any concerns about particular trees to 311. #riverbendyyc #yycparks #yyctrees https://t.co/vVn1DjWBAU,#riverbendyyc #yycparks #yyctrees,2021-04-17T15:01:34.000Z,,0,0,0,0,FALSE,A
195,195,1.43E+18,14522614,Go fill this out #yycbike! https://t.co/KtJRQom6Uw,#yycbike,2021-09-06T16:29:25.000Z,,3,0,0,1,FALSE,F
15845,3846,1.47E+18,537705327,@dbinyyc I'm in #yycbike,#yycbike,2021-12-12T22:07:32.000Z,,2,0,1,0,FALSE,F
1216,1216,1.43E+18,1.31E+18,"Action starts at 12:30 with Mercury Audio! #LiveMusic @kensingtonYYC  brings our community free entertainment every weekend! 
#yycliving #SOLAyyc #Condos #InnerCity #DTCalgary #Kensingtonloveletters https://t.co/CXsAkqLDlx",#LiveMusic #yycliving #SOLAyyc #Condos #InnerCity #DTCalgary #Kensingtonloveletters,2021-08-20T20:17:48.000Z,,0,0,0,0,FALSE,F
3819,3819,1.41E+18,1.18E+18,STOLEN - Black Specialized Diverge  in Southwest Calgary https://t.co/IhiKd5t3vO #yycbike https://t.co/rs77EZti6O,#yycbike,2021-07-12T14:44:48.000Z,,1,0,1,3,FALSE,A
12757,758,1.49E+18,3445881432,"SPRING SALE!
🌼🌼🌼Feb 19-Mar 4
$50 standard tune-ups!
Book on @bathtubbikes website today! https://t.co/bfL1j2szPR
Put ""SPRING 2022"" in the message to get in on this offer!
#ILoveForestLawn #17AveSE #intavevrz
#shoplocalyyc #supportlocalyyc 
#localloveyyc 
#yycbike #cyclinglife https://t.co/XYiBguzQU3",#ILoveForestLawn #17AveSE #intavevrz #shoplocalyyc #supportlocalyyc #localloveyyc #yycbike #cyclinglife,2022-02-18T21:50:08.000Z,,1,0,1,1,FALSE,F
19392,7393,1.45E+18,69941209,"We can imagine a Calgary where cycling conditions across the city are safe enough that the majority of citizens could choose cycling once a week, for short local trips. Totally achievable, with myriad knock-on benefits, requiring relatively modest investments in #yycbike network. https://t.co/0vTahhEFOz",#yycbike,2021-10-07T14:05:22.000Z,,18,0,0,3,FALSE,A
19387,7388,1.45E+18,293654204,"Car Salon car detailing division offers convenience and a full range of car cleaning services.
https://t.co/Q5o97fHpM2
#yyc #yyctraffic #calgary #YYCliving #cars #wrap #uberdriver #taxidriver",#yyc #yyctraffic #calgary #YYCliving #cars #wrap #uberdriver #taxidriver,2021-10-07T14:45:11.000Z,,0,0,0,0,FALSE,F
13727,1728,1.49E+18,463302596,"Welcome Perogie! Thanks to all who shared your menus with us ♥️ He's still shy but as you can see, he's migrating closer every day to the front of his kennel!

Stay tuned for another naming contest in the future!

#yycliving #CatsOfTwitter https://t.co/WR75nTUntM https://t.co/gGozoIZszF",#yycliving #CatsOfTwitter,2022-01-28T20:27:57.000Z,,7,0,0,1,FALSE,F
449,449,1.43E+18,1.18E+18,STOLEN - Black Trek FX 1 in Beltline https://t.co/r2sPv2Wd5k #yycbike https://t.co/hY6lyFrpCw,#yycbike,2021-09-02T15:10:57.000Z,,0,0,0,0,FALSE,A
15546,3547,1.47E+18,2478791215,"#laikathesnowleopard on her own and #pembathesnowleopard from archive #photography #ggeraldgarcia #garseeya #garseeyaphoto #yyc #yycliving #calgaryzoo @ Calgary, Alberta https://t.co/2kVVWeVLDD",#laikathesnowleopard #pembathesnowleopard #photography #ggeraldgarcia #garseeya #garseeyaphoto #yyc #yycliving #calgaryzoo,2021-12-17T18:31:46.000Z,"{'place_id': '53504716d445dcad', 'coordinates': {'type': 'Point', 'coordinates': [-114.057, 51.045]}}",0,0,0,0,FALSE,F
2674,2674,1.42E+18,1009543484,"MIRANDA SINGS RESCHEDULED
@MirandaSings has been rescheduled from November 5, 2021 to July 9, 2022.

The ticket purchase link is the same at https://t.co/0cbKvZGDJR...

#mirandasings #Calgary #yyc #yycevents #yycliving #yycconcerts #machall #macewanhall #CalgaryArts https://t.co/elz8UWYD8W",#mirandasings #Calgary #yyc #yycevents #yycliving #yycconcerts #machall #macewanhall #CalgaryArts,2021-07-28T16:00:50.000Z,,1,0,0,1,FALSE,F
13143,1144,1.49E+18,1.18E+18,STOLEN - Purple Specialized Sirrus in Bridgeland-Riverside https://t.co/NDNyjYZE1Q #yycbike https://t.co/vVwx5zeSUM,#yycbike,2022-02-10T16:06:19.000Z,,6,1,1,11,FALSE,A
2997,2997,1.42E+18,1685880318,This summer @yycfoodtrucks are coming to Riverbend! Get something delicious while also helping your community. We look forward to seeing you there! #yycfoodtrucks #yycfoodie #riverbendyyc #yycliving #yycnow #riverbend #communityprograms #getinvolved #community #yyccommunity https://t.co/IX3WbTrhed,#yycfoodtrucks #yycfoodie #riverbendyyc #yycliving #yycnow #riverbend #communityprograms #getinvolved #community #yyccommunity,2021-07-23T16:02:43.000Z,,3,1,0,0,FALSE,F
1742,1742,1.43E+18,365249229,Closed Parks - Branching Out Tree Program request at 527 Evansglen Dr NW https://t.co/RoJ5dTxnOP. Completed - close sr. https://t.co/pBZEZUVRBh,,2021-08-12T18:45:20.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-114.0981005, 51.1761853]}, 'place_id': '53504716d445dcad'}",0,0,0,0,FALSE,F
20629,8630,1.44E+18,3000598092,"6109 #yycbike trips were counted on MUPs on Tue Sep 14

Busiest:
Peace Bridge: 1729
Memorial Drive at 19th St NW: 1452
Memorial Drive E of Prince's Island Bridge: 1036",#yycbike,2021-09-15T14:26:21.000Z,,0,0,0,0,FALSE,A
9587,9587,1.38E+18,18984207,"Moving well on #yycroads, as the morning comes to an end. Light volume and a beautiful (mostly) blue sky! #yyc #yyctraffic #abroads 

(PIC: Memorial Dr at Edmonton Tr NE.) https://t.co/ojvudA1g41",#yycroads #yyc #yyctraffic #abroads,2021-04-15T17:28:06.000Z,,1,0,0,0,FALSE,F
14882,2883,1.48E+18,28583706,"It seems like a little thing, but it’s not. It’s a reminder that we don’t have to accept the brokenness we were handed down. https://t.co/Jg7ulBjqp3",,2022-01-03T13:32:20.000Z,,3,0,0,3,FALSE,A
16803,4804,1.46E+18,1.39E+18,"""If we don't change, we don't grow. If we don't grow, we aren't really living.""

#JOIBotanicals #FindyourJOI #cannabisproducer #plantbeauty #Growth #whatsyourJOI #findyourjoy #cannabisblog #canadiancannabis #OCS #OntarioCannabis #AlbertaGrown #Albertacannabis #YYCNow #YYCliving https://t.co/KJVBcfsLt9",#JOIBotanicals #FindyourJOI #cannabisproducer #plantbeauty #Growth #whatsyourJOI #findyourjoy #cannabisblog #canadiancannabis #OCS #OntarioCannabis #AlbertaGrown #Albertacannabis #YYCNow #YYCliving,2021-11-24T21:14:49.000Z,,17,0,0,8,FALSE,F
9875,9875,1.38E+18,15308059,@redgypsee We are fortunate to have the pathways we have in Calgary.,,2021-04-11T17:34:10.000Z,,0,0,1,0,FALSE,A
8933,8933,1.39E+18,225842286,"@hmcrae #yyc needs to invest in safe cycling infrastructure that puts physical barriers between cyclists and vehicles.
#yycbike #paintisnotprotection",#yyc #yycbike #paintisnotprotection,2021-04-26T14:38:23.000Z,,8,0,0,0,FALSE,A
16494,4495,1.47E+18,3133054429,"Nuremberg 2.0

#bestadvice #yycbusiness #yycliving #yycnow #yyclife #yycsmallbusiness #yyctech https://t.co/npm4mgNXm5",#bestadvice #yycbusiness #yycliving #yycnow #yyclife #yycsmallbusiness #yyctech,2021-12-01T05:14:36.000Z,,0,0,0,0,FALSE,F
13583,1584,1.49E+18,1325176224,"Happy Motivational Monday!! 

Remember....
You are strong 
You are beautiful
You are resilient

#motivationmonday #dreamsyyc #dreamstakeflight #disneyland #magicalmemoriesforspecialkids #yycliving #loveyyc #calgarylife #yycnow #supportlocalcharities https://t.co/RPGNNd2ZCI",#motivationmonday #dreamsyyc #dreamstakeflight #disneyland #magicalmemoriesforspecialkids #yycliving #loveyyc #calgarylife #yycnow #supportlocalcharities,2022-01-31T23:19:33.000Z,,2,0,0,0,FALSE,F
3280,3280,1.42E+18,3000598092,"2304 #yycbike trips were counted on street on Sun Jul 18

Busiest:
12th Ave and 2nd St SW: 445
12th Ave and 8th St SW: 344
5th St and 4th Ave: 338",#yycbike,2021-07-19T14:22:05.000Z,,0,0,0,0,FALSE,A
12078,79,1.50E+18,385593609,Good thread on walking/cycling connections across railways and freeways. #yycplan https://t.co/dyWpyGjE0k,#yycplan,2022-03-07T02:46:37.000Z,,4,0,0,0,FALSE,F
1292,1292,1.43E+18,7.20E+17,"Here's another don't care about active transport. Overpass between Southcentre and Anderson LRT. Construction narrows so walking is needed, had to lift my trailer around the corners. Timeline 6-8 weeks. I Recommend detour via 109 Ave SE 
#YYCBIKE @BigRedyyc @311calgary https://t.co/tooctyT7yy",#YYCBIKE,2021-08-19T21:06:12.000Z,,2,0,1,0,FALSE,A
17398,5399,1.46E+18,2261976032,"Our patio is dog friendly 🐶

#dogfriendly #dogfriendlypatio #yycdog #yycdogfriendly #yycdogfriendlypatio #yycliving #yycloveyourpet @ Velvet Cafe Calgary https://t.co/aPFxJBRBxE",#dogfriendly #dogfriendlypatio #yycdog #yycdogfriendly #yycdogfriendlypatio #yycliving #yycloveyourpet,2021-11-13T20:40:57.000Z,,0,0,0,0,FALSE,F
5364,5364,1.41E+18,71572748,"Cones blow over, give up on cones, let cars in the parking lane again, give up on cycling infrastructure. Sigh. #yycbike  #yyccc https://t.co/oI7XT7fnpO https://t.co/bQQAs9fssw",#yycbike #yyccc,2021-06-17T18:09:36.000Z,{'place_id': '53504716d445dcad'},1,2,0,0,FALSE,A
13161,1162,1.49E+18,1.40E+18,Tag #80 by relentless one. Hint: Trout crossing #calgary #exploreyyc #bikecalgary #calgarybike #cyclingcalgary #calgarycycling #yyc #yycbike #yyccycling #yyccycle #yycvelo #yycride #yycphat #bikebikeyyc #pedalyyc #yycnow #yycliving https://t.co/I0tESPvkCH,#calgary #exploreyyc #bikecalgary #calgarybike #cyclingcalgary #calgarycycling #yyc #yycbike #yyccycling #yyccycle #yycvelo #yycride #yycphat #bikebikeyyc #pedalyyc #yycnow #yycliving,2022-02-10T03:13:54.000Z,{'place_id': '53504716d445dcad'},2,0,1,1,FALSE,F
11568,11568,1.37E+18,1354634546,All the crew &amp; volunteers at @twowheelview are incredible people with big hearts doing the best they can every day. It does not go unnoticed. 😃👍🏻👏🏻👏🏻👏🏻👏🏻👏🏻 #yyc #yycbike #yegbike https://t.co/j0EkHxz4Zn,#yyc #yycbike #yegbike,2021-03-15T18:07:02.000Z,,4,1,0,0,FALSE,F
17927,5928,1.46E+18,8.14E+17,@PaulDechene *eyes up Calgary and Vancouver bike lanes*,,2021-11-02T18:43:49.000Z,,1,0,0,0,FALSE,A
13804,1805,1.49E+18,39244347,"Celebrated wedding anniversary @VeroBistro 
Good food and excellent server.
#yyc #yycliving #yyclife #yyclifestyle #verobistro #weddinganniversary #Calgary https://t.co/JffDB04Yey",#yyc #yycliving #yyclife #yyclifestyle #verobistro #weddinganniversary #Calgary,2022-01-27T03:53:50.000Z,,1,0,0,0,FALSE,F
8073,8073,1.39E+18,32948304,Happy Mother’s Day to all and expecting mothers. God Blessings.#YYC #MothersDay #sweetmothers #calgary #Alberta #yycliving #calgarystrong #MotherDay #🙏 #lgbtq2 #LGBTQIA #Blessings https://t.co/vjkKIOisHY,#YYC #MothersDay #sweetmothers #calgary #Alberta #yycliving #calgarystrong #MotherDay #lgbtq2 #LGBTQIA #Blessings,2021-05-09T15:13:07.000Z,{'place_id': '53504716d445dcad'},5,0,0,0,FALSE,F
12010,11,1.50E+18,2161988226,"A couple of internationally fabulous women I know 👩🏻‍🎨💕 @rebeccadybeck @onehotchic 
.
.
#yycartist #yycwomen #yycbiz #yycart #yycnow #calgarybuzz #funart #paintparty #yycliving #internationalwomensday https://t.co/YZwpIL8kA1",#yycartist #yycwomen #yycbiz #yycart #yycnow #calgarybuzz #funart #paintparty #yycliving #internationalwomensday,2022-03-08T20:27:09.000Z,"{'place_id': '53504716d445dcad', 'coordinates': {'type': 'Point', 'coordinates': [-114.0694295, 50.9905124]}}",0,0,0,0,FALSE,F
11053,11053,1.37E+18,112794611,We have a great menu for you this week including Chicken Cordon Bleu Hand Pies daily from noon - 2pm and our Wing Night on Thursday #yum #eatlocal #mardaloop #yycfood #yyceats #yyc #calgary #yycliving #buylocalyyc #yyctakeout https://t.co/Ce3hpYtRn2,#yum #eatlocal #mardaloop #yycfood #yyceats #yyc #calgary #yycliving #buylocalyyc #yyctakeout,2021-03-22T20:46:03.000Z,,2,0,0,0,FALSE,F
6794,6794,1.40E+18,1235878466,https://t.co/P83OApoP1G,,2021-05-28T06:14:15.000Z,,0,0,0,0,FALSE,F
9792,9792,1.38E+18,2346276678,"PARKS ALERT!

Jason Kenney and the UCP are making it more expensive for families to camp in Alberta. At a time when our parks are giving much needed relief from the #covid19ab pandemic.

After denying they would increase fees, here it is in black and white.

#ableg #yeg #yyc #yql https://t.co/IxoWKYNf9G",#covid19ab #ableg #yeg #yyc #yql,2021-04-12T21:40:12.000Z,,85,5,13,49,FALSE,A
14709,2710,1.48E+18,36433167,On the trend of the new year here is a great article on career-based new years resolutions! https://t.co/FQAqzmpgdY  #yycbusiness #yycliving #yyclocal #yyc #careergoals https://t.co/vpl4JCJUg6,#yycbusiness #yycliving #yyclocal #yyc #careergoals,2022-01-06T23:01:17.000Z,,0,0,0,0,FALSE,F
19181,7182,1.45E+18,277727944,"Good morning, #YYC! Sunrise today on October 11, 2021 at 07:53AM, with a high of 7C. Have a great day! #calgary #weather #kxcalgary #yycnow #yycliving",#YYC #calgary #weather #kxcalgary #yycnow #yycliving,2021-10-11T14:19:03.000Z,,0,0,0,0,FALSE,F
6412,6412,1.40E+18,103680135,"Have you heard about our gift shop promotion? 

If you spend $20 or more, you will receive a free adult ticket for our Observation Deck once it reopens! The shop is open Wednesday to Sunday from 12 - 6 pm!

#calgarytower #yyc #yycliving #yycnow #mycalgarytower https://t.co/zaaR5ixffK",#calgarytower #yyc #yycliving #yycnow #mycalgarytower,2021-06-02T16:11:11.000Z,,4,0,0,2,FALSE,F
11593,11593,1.37E+18,17469983,Calgary could increase e-scooter fleet to bring bike share back to city https://t.co/oMEC0yxa4x,,2021-03-15T12:30:10.000Z,,0,0,0,0,FALSE,F
812,812,1.43E+18,18984207,"Overnight until 5 AM in the SE, message painting leads to lane and speed reductions in both directions of Glenmore Tr at Deerfoot Tr. #yyctraffic #yycroads",#yyctraffic #yycroads,2021-08-27T03:00:24.000Z,,2,0,0,0,FALSE,F
17487,5488,1.46E+18,201407405,"Holiday ideas keep coming. 

Order this sweater with my poem etched on it. While quantities last. 

$49 CAD. 

#SupportLocal #yeg #yyc #yegdt #yycliving #ChristmasGiftIdeas #HolidayGiftIdeas https://t.co/EqlKckIByN",#SupportLocal #yeg #yyc #yegdt #yycliving #ChristmasGiftIdeas #HolidayGiftIdeas,2021-11-11T21:28:13.000Z,,0,0,0,1,FALSE,F
2880,2880,1.42E+18,32032000,"The skatepark at Calgary's Shaw Millenium Park has been modified with neon-coloured tape, tactile pathways and audio beacons through the work of a group of blind and visually impaired skateboarders. https://t.co/RQieKIMu2V",,2021-07-25T18:30:39.000Z,,44,0,1,5,FALSE,F
15044,3045,1.48E+18,995630725,"Book your table for @modernsteakca's New Year's Eve event today! Visit their website to learn more and view their special menu! 🥂

#NYE2022 #2022 #newyearseve #nye #yyc #yycliving #calgary #lifestyleyyc #alberta #cheers #dinnerdate #nightout #datenightyyc #modernsteakcalgary https://t.co/nF5s1q2v9z",#NYE2022 #newyearseve #nye #yyc #yycliving #calgary #lifestyleyyc #alberta #cheers #dinnerdate #nightout #datenightyyc #modernsteakcalgary,2021-12-30T18:00:34.000Z,,0,0,0,0,FALSE,F
18455,6456,1.45E+18,18982486,"TRAFFIC: In the SE, a two-vehicle collision is blocking the RHL on EB Memorial Drive at Deerfoot Trail. Expect delays. #660Traffic #yyctraffic #yycroads https://t.co/Y5lnEz2ebJ",#660Traffic #yyctraffic #yycroads,2021-10-23T12:59:39.000Z,,0,0,1,0,FALSE,A
19622,7623,1.44E+18,1651572684,"Free for a limited time. New release! New series! Out With the Sunset. New homicide detective Margie Patenaude solves murders taking place in Calgary Parks #books #reading #yyc @calgaryparks @cityofcalgary https://t.co/HDiByHL89w

https://t.co/uyCgdp2s8I https://t.co/KOExB650YO",#books #reading #yyc,2021-10-03T03:00:31.000Z,,1,0,0,2,FALSE,F
19046,7047,1.45E+18,1.18E+18,STOLEN - Black Northrock Fatbike in Banff Trail https://t.co/dQtylUg0am #yycbike https://t.co/opLlwWbFea,#yycbike,2021-10-13T21:47:06.000Z,,0,0,0,0,FALSE,A
9801,9801,1.38E+18,8.77E+17,"So grateful for a generosity puring in from all over Alberta &amp; now  BC

Shoutout to Doug w/  #BikeForward driving all the way from Invermere, BC to donate 30 tuned up bikes to our 3rd @yyckidsride 

Please donate a decent bike to help create smiles into a child face. 
#yyc #bike https://t.co/FCWRc2Ys9R",#BikeForward #yyc #bike,2021-04-12T19:26:50.000Z,,10,0,0,0,FALSE,F
3284,3284,1.42E+18,226364959,"Monday Motivation 💪🌞

#dreamhome #yycliving #vancouverliving  #vancouverhomes #okanaganlifestyle #okanaganliving #kelownaliving https://t.co/vsOT13g5oY",#dreamhome #yycliving #vancouverliving #vancouverhomes #okanaganlifestyle #okanaganliving #kelownaliving,2021-07-19T12:02:20.000Z,,1,0,0,0,FALSE,F
983,983,1.43E+18,9.28E+17,"@FayMary3 Yes Ottawa area.

🤣

It's been 40c with humidity for the last couple of weeks.

Seriously, still have 3  reservations at a couple of Prov Parks to close out the season.

Although the wife is talking about Calgary next year.  Some stars are aligning for us to do this.",,2021-08-24T18:27:11.000Z,,1,0,1,0,FALSE,F
9535,9535,1.38E+18,277727944,"Good morning, #YYC! Sunrise today on April 16, 2021 at 06:38AM, with a high of 18C. Have a great day! #calgary #weather #kxcalgary #yycnow #yycliving",#YYC #calgary #weather #kxcalgary #yycnow #yycliving,2021-04-16T13:21:26.000Z,,0,0,0,0,FALSE,F
2359,2359,1.42E+18,1.18E+18,STOLEN - White Giant Devy Advanced Pro 1 ML Caron in Bowness https://t.co/AMiwJaa4Ea #yycbike,#yycbike,2021-08-02T21:42:24.000Z,,0,0,0,0,FALSE,A
19527,7528,1.45E+18,18984207,"Overnight until 6 AM in the NE, roadwork goes at Deerfoot Tr &amp; Stoney Tr. The ramps to-&amp;-from NB Deerfoot &amp; Stoney are narrowed, along with the ramp from WB Stoney onto SB Deerfoot. In those areas, speeds are down to 50 km/h. #yyctraffic #yycroads",#yyctraffic #yycroads,2021-10-05T03:54:29.000Z,,1,0,0,1,FALSE,F
7891,7891,1.39E+18,416389109,Epic Family Bike Rides: THE BEST SPRING BIKE RIDES NEAR CALGARY - https://t.co/MepuWRxkHb #Calgary https://t.co/ZaJgrTGNwv,#Calgary,2021-05-11T14:09:03.000Z,,0,0,0,0,FALSE,F
18949,6950,1.45E+18,518046429,CC #BikeTO #BikeTwitter #ottbike #VeloMTL #BikeWPG #YYCbike #YEGbike #BikeYVR https://t.co/sIh2c5WPDR,#BikeTO #BikeTwitter #ottbike #VeloMTL #BikeWPG #YYCbike #YEGbike #BikeYVR,2021-10-15T12:53:22.000Z,,6,0,0,1,FALSE,F
17817,5818,1.46E+18,9.05E+17,".
.
.
#thebeachyyc #yyc #yycbeach #beachyyc #yycrecreation #calgaryisawesome #calgary #yycvolleyball #yycspikeball #yycultimate #yyclife #yycliving #yycevents #shoplocal #shoplocalyyc #shoplocalcanada #canadabeach #beachthesnow #yycjobs",#thebeachyyc #yyc #yycbeach #beachyyc #yycrecreation #calgaryisawesome #calgary #yycvolleyball #yycspikeball #yycultimate #yyclife #yycliving #yycevents #shoplocal #shoplocalyyc #shoplocalcanada #canadabeach #beachthesnow #yycjobs,2021-11-04T20:56:43.000Z,,0,0,0,0,FALSE,F
10806,10806,1.38E+18,3000598092,"998 #yycbike trips were counted on street on Thu Mar 25

Busiest:
5th at CPR: 295
3rd SE and 12th: 277
2nd and 12th: 104
*Incomplete Data",#yycbike,2021-03-26T12:32:26.000Z,,1,0,0,1,FALSE,A
1993,1993,1.42E+18,1.39E+18,#internationalcatday only comes once a year. Might as well get a few more pictures in! #modernhiveyyc #yycliving #yyc #yycbusiness #yycnow https://t.co/9dFi3gzTmy,#internationalcatday #modernhiveyyc #yycliving #yyc #yycbusiness #yycnow,2021-08-09T02:16:57.000Z,,0,0,0,0,FALSE,F
15193,3194,1.47E+18,8.28E+17,Today is turn off traction control day in recognition of YOLO month. #yycroads,#yycroads,2021-12-25T22:05:41.000Z,,0,0,1,0,FALSE,F
4319,4319,1.41E+18,8.07E+17,"Enjoying a lovely and relaxing Saturday afternoon complete with Devil's Head Coffee, in-house made Baklava Ice Cream, and refreshing lavender soda at #GoodNewsCoffee. Right off the bikeway and across from the @YWcalgary in #Inglewood #yycbike #yycwalk https://t.co/O8xTlFVilH",#GoodNewsCoffee #Inglewood #yycbike #yycwalk,2021-07-03T22:02:02.000Z,,17,0,1,0,FALSE,F
3105,3105,1.42E+18,365249229,"Opened Debris - Street, Sidewalk, Boulevard request via android at 302 14 Av SW https://t.co/WKePwBxsC4. Concrete barrier pushed into bike lane by car, car bumper left.",,2021-07-22T13:32:50.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-114.06830639, 51.04000044]}, 'place_id': '53504716d445dcad'}",0,0,0,0,FALSE,F
17909,5910,1.46E+18,338378756,"Beautiful night ride around the Glenmore Reservoir. Some packed snow, some ice, fine if you are careful and have tread (road bike would be sketchy). Perfect conditions for a first #yycbike #frostbike ride of the winter. https://t.co/XB0Ks4TY74",#yycbike #frostbike,2021-11-03T04:32:43.000Z,,14,1,1,1,FALSE,F
5521,5521,1.40E+18,1.18E+18,STOLEN - Gray Specialized Crosstrail Disc in Alyth/Bonnybrook/Manchester https://t.co/7BnF9kMAVc #yycbike https://t.co/B5HCDLJyqX,#yycbike,2021-06-15T17:19:07.000Z,,0,0,0,0,FALSE,A
8085,8085,1.39E+18,21037096,"My heart was racing': Lethbridge teen rides bike into rattlesnake den
https://t.co/FzrCwPtZBh",,2021-05-09T02:40:18.000Z,,2,2,0,0,FALSE,F
14724,2725,1.48E+18,18982486,"TRAFFIC: Spun out vehicle in the SE on Deerfoot Tr SB at the Calf Robe Bridge (after Peigan Tr) blocks LHL. Callers report emerg crews on scene, vehicle facing the wrong direction. Stay right. #yyc #yyctraffic #yycroads #abroads #660traffic https://t.co/rMmhiDTmBP",#yyc #yyctraffic #yycroads #abroads #660traffic,2022-01-06T18:54:43.000Z,,0,0,1,0,FALSE,A
5382,5382,1.41E+18,1685880318,Neighbour Day Sat June 19. Activity ideas at: https://t.co/UMWkEnoeAd or https://t.co/2XTEqIKesU #riverbendyyc #summertime #yyccommunity #yycca #yycliving #yycfamily #engage #community #bepartofit #yycNeighbourDay #helloneighbour #neighbourday https://t.co/8APmK78OQn,#riverbendyyc #summertime #yyccommunity #yycca #yycliving #yycfamily #engage #community #bepartofit #yycNeighbourDay #helloneighbour #neighbourday,2021-06-17T16:04:02.000Z,,1,0,0,0,FALSE,F
16752,4753,1.46E+18,143587570,I've tried to keep my thoughts to myself on the #YYCroads situation since I started going to the office again in September. Is anyone else noticing more speeding and more tailgating out there? General lack of patience seems to be out the door in #YYC. Thoughts? https://t.co/xL7ExKXZQd,#YYCroads #YYC,2021-11-25T17:32:59.000Z,,20,0,6,0,FALSE,A
15156,3157,1.48E+18,201407405,"Thank you to all the beautiful people for #SupportingLocal vendors, including me. 

Check out my book and related book merchandise on my: 

IG: @_deepakminhas_ 
Website: https://t.co/vyLMzbRDJF 

#Yeg #Yegdt #yyc #yycliving #SupportLocal #YEGLocal https://t.co/6m52hz4fZM",#SupportingLocal #Yeg #Yegdt #yyc #yycliving #SupportLocal #YEGLocal,2021-12-27T07:02:12.000Z,,0,0,0,3,FALSE,F
18381,6382,1.45E+18,1354634546,"And the “Christ, I’m quick today” is followed by the slow blooming realization as you get farther out on your ride that the thought of “Oh shit. I have to ride back in this” comes to haunt you. 😱 #yycbike #yegbike https://t.co/hwLXsfWBAb",#yycbike #yegbike,2021-10-24T20:23:59.000Z,,3,0,1,0,FALSE,F
6330,6330,1.40E+18,201981989,"1/ Calgary has over 5600 public park sites. We all value them. I’m filing a Notice of Motion today that makes sure our parks stay safe, clean, open, and green. #yyccc #Calgary https://t.co/b6bH23MlOy",#yyccc #Calgary,2021-06-03T16:41:22.000Z,,13,2,6,3,FALSE,F
4932,4932,1.41E+18,1.16E+18,"Check out our menu today.  We offer a wide selection in all categories.  Get ready for the weekend, its going to be a hot one.

Nothing for sale on this page.
Must be over 18 to enter.

1318 - 1 Street SW Calgary 

#merryjanes #merryjanesyyc  #yyc #yycnow #yycliving  #calgarybusi https://t.co/hzsIsgZshq",#merryjanes #merryjanesyyc #yyc #yycnow #yycliving #calgarybusi,2021-06-23T15:30:21.000Z,,0,0,0,0,FALSE,F
13756,1757,1.49E+18,18984207,"Overnight until 5 AM in the SE on Glenmore Tr at 68th St, 1 WB lane is open. #yyctraffic #yycroads",#yyctraffic #yycroads,2022-01-28T03:53:36.000Z,,0,0,0,0,FALSE,F
14402,2403,1.48E+18,9.88E+17,"Some #yycbike conditions yesterday.
8th Ave west of 8th St, cleared, but getting comically narrow...&amp; watery.
Home Rd/Bowness Rd protected intersection, some cycletrack segments clear. Most pedestrian ramps not. Big windrow blocking ramp to rejoin Home Rd bike lanes southbound. https://t.co/kW3RtRXYPf",#yycbike,2022-01-13T19:55:32.000Z,,2,0,0,0,FALSE,A
11997,11997,1.37E+18,73037632,Easter is just around the corner! Celebrate with a lovely Easter Cactus. A beautiful gift for socially distanced loved ones. #easteryyc #yyceaster #yycliving https://t.co/2JmNRv3q7T,#easteryyc #yyceaster #yycliving,2021-03-09T01:19:23.000Z,,2,0,0,0,FALSE,F
19641,7642,1.44E+18,103680135,"Don't mind us, just making sure that our Observation Deck looks good. (📸: spindrift_art on Instagram)
.
.
#yyc #yycliving #calgarytower #calgarydowntown #mycalgarytower #tourismcalgary #capturecalgary https://t.co/kOufVLbvkl",#yyc #yycliving #calgarytower #calgarydowntown #mycalgarytower #tourismcalgary #capturecalgary,2021-10-02T20:09:02.000Z,,2,0,0,1,FALSE,F
4869,4869,1.41E+18,1.18E+18,STOLEN - Red Trek Verve 2 disc low step s in Bridgeland-Riverside https://t.co/xaxdWG2ZIl #yycbike https://t.co/LtDZ1oEu8O,#yycbike,2021-06-24T15:15:03.000Z,,2,2,0,10,FALSE,A
16122,4123,1.47E+18,18982486,TRAFFIC: Callers report vehicle fire and resulting smoke slows the ride in both directions. Limited visibility. Emerg crews on scene. #yyc #yyctraffic #yycroads #abroads #660traffic https://t.co/fu7IRKAx5t,#yyc #yyctraffic #yycroads #abroads #660traffic,2021-12-07T13:40:02.000Z,,0,0,1,0,FALSE,A
